stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code,level_id
468,,Suvorovova  *,,48.976398,21.26635,1,,0,,,0,,
469,,Suvorovova  *,,48.976269,21.265739,1,,0,,,0,,
470,,Eperia,,48.99007,21.263189,1,,0,,,0,,
474,,Veľká pošta,,48.991531,21.24534,1,,0,,,0,,
478,,Soľnobanská.  *,,48.982101,21.2796,1,,0,,,0,,
479,,Soľnobanská.  *,,48.982079,21.279869,1,,0,,,0,,
480,,Bardejovská  *,,49.017891,21.275539,1,,0,,,0,,
482,,Obrancov mieru,,48.99807,21.228081,1,,0,,,0,,
484,,Rusínska  *,,48.99136,21.26272,1,,0,,,0,,
493,,Kamenná  *,,48.996479,21.284691,1,,0,,,0,,
497,,Nižnianska  *,,49.011681,21.26745,1,,0,,,0,,
503,,Vyšné lúky  *,,48.993099,21.26572,1,,0,,,0,,
504,,Slávičia   *,,48.98608,21.227539,1,,0,,,0,,
505,,Slávičia   *,,48.986309,21.227079,1,,0,,,0,,
506,,Nižná Šebastová,,49.024799,21.2862,1,,0,,,0,,
507,,Slávik *,,49.0196,21.28476,1,,0,,,0,,
509,,Rázc. Cemjata  *,,48.997959,21.203621,1,,0,,,0,,
511,,Veterinárna nemocnica  *,,49.020889,21.231649,1,,0,,,0,,
512,,Veterinárna nemocnica  *,,49.021,21.232,1,,0,,,0,,
515,,Terchovská,,48.988689,21.215639,1,,0,,,0,,
516,,Súľovská  *,,48.988468,21.221251,1,,0,,,0,,
519,,Priečne  *,,48.989391,21.30258,2,,0,,,0,,
521,,Borkút,,48.958641,21.23621,1,,0,,,0,,
522,,Borkút,,48.958679,21.23621,1,,0,,,0,,
523,,Pod Wilec.hôrkou  *,,48.971901,21.24379,1,,0,,,0,,
524,,Pod Wilec.hôrkou  *,,48.971821,21.243771,1,,0,,,0,,
525,,Wilecova hôrka  *,,48.968021,21.244169,1,,0,,,0,,
526,,Wilecova hôrka  *,,48.96814,21.24416,1,,0,,,0,,
527,,Dúbravská  *,,49.031078,21.23572,1,,0,,,0,,
528,,Pri kaplnke  *,,49.028679,21.234871,1,,0,,,0,,
532,,Kamenná baňa  *,,48.96312,21.239759,1,,0,,,0,,
533,,Kamenná baňa  *,,48.96312,21.2397,1,,0,,,0,,
534,,Dúbrava. *,,49.02499,21.232349,1,,0,,,0,,
535,,Škára *,,48.981998,21.255581,1,,0,,,0,,
536,,Škára *,,48.981319,21.256599,1,,0,,,0,,
538,,Šariš park *,,49.040939,21.21315,2,,0,,,0,,
539,,Šariš park *,,49.04092,21.21315,2,,0,,,0,,
540,,Okružná  *,,48.993519,21.239969,1,,0,,,0,,
541,,Okružná  *,,48.993519,21.24,1,,0,,,0,,
542,,Okružná  *,,48.993179,21.240219,1,,0,,,0,,
543,,Floriánova  *,,48.997219,21.23609,1,,0,,,0,,
544,,Floriánova  *,,48.996342,21.236959,1,,0,,,0,,
550,,Labutia  *,,48.99205,21.288521,1,,0,,,0,,
551,,Labutia  *,,48.992249,21.288549,1,,0,,,0,,
552,,Šalgovík  *,,48.9963,21.287621,1,,0,,,0,,
553,,Na Kruhu  *,,48.990799,21.304411,2,,0,,,0,,
554,,Na Kruhu  *,,48.990849,21.30456,2,,0,,,0,,
556,,Pred Surdokom  *,,49.03109,21.255831,1,,0,,,0,,
557,,Pred Surdokom  *,,49.03075,21.25577,1,,0,,,0,,
559,,Garrett,,48.956081,21.26755,1,,0,,,0,,
560,,Garrett,,48.956009,21.26828,1,,0,,,0,,
562,,Hviezdna,,49.002529,21.252331,1,,0,,,0,,
563,,Vodárenská  *,,49.002441,21.24893,1,,0,,,0,,
565,,Lomnická,,48.974098,21.26169,1,,0,,,0,,
566,,Garrett,,48.956009,21.268299,1,,0,,,0,,
567,,Chalupkova  *,,48.97057,21.255369,1,,0,,,0,,
568,,Terchovská,,48.988689,21.21566,1,,0,,,0,,
569,,Súľovská  *,,48.988441,21.222099,1,,0,,,0,,
570,,Hviezdna,,49.00251,21.252331,1,,0,,,0,,
571,,Vodárenská  *,,49.002369,21.24935,1,,0,,,0,,
572,,Ku Brezinám  *,,48.98711,21.22492,1,,0,,,0,,
573,,Ku Brezinám  *,,48.987202,21.22488,1,,0,,,0,,
574,,Šidlovská  *,,49.030201,21.240749,1,,0,,,0,,
575,,Šidlovská  *,,49.030102,21.24065,1,,0,,,0,,
576,,Šidlovská  *,,49.030029,21.240431,1,,0,,,0,,
577,,Vyšná Šebastová  *,,49.008499,21.33765,2,,0,,,0,,
578,,Vyšná Šebastová  *,,49.008518,21.33749,2,,0,,,0,,
579,,Pod Maglovcom  *,,49.011902,21.33193,2,,0,,,0,,
580,,Pod Maglovcom  *,,49.011971,21.330999,2,,0,,,0,,
581,,OcÚ Vyšná Šebastová *,,49.01479,21.326111,2,,0,,,0,,
582,,OcÚ Vyšná Šebastová *,,49.014671,21.326281,2,,0,,,0,,
583,,Rázc. V. Šebastová *,,49.01683,21.320419,2,,0,,,0,,
584,,Rázc. V. Šebastová *,,49.016788,21.320391,2,,0,,,0,,
585,,Kamence  *,,49.01749,21.316999,2,,0,,,0,,
586,,Kamence  *,,49.017441,21.31707,2,,0,,,0,,
587,,Kapanoš  *,,49.02309,21.328489,2,,0,,,0,,
588,,Kapanoš  *,,49.02301,21.328501,2,,0,,,0,,
589,,Severná - kostol *,,49.024899,21.333,2,,0,,,0,,
590,,Severná - kostol *,,49.02483,21.333019,2,,0,,,0,,
594,,Limbová  *,,49.022129,21.28602,1,,0,,,0,,
596,,Obrancov mieru,,48.998051,21.228081,1,,0,,,0,,
598,,Vyšné lúky  *,,48.993118,21.264771,1,,0,,,0,,
601,,Divadlo J. Záborského,,48.993328,21.244101,1,,0,,,0,,
602,,Poliklinika,,48.999821,21.23517,1,,0,,,0,,
603,,Pri lipe  *,,49.058231,21.282339,2,,0,,,0,,
604,,Budovateľská,,48.977299,21.244499,1,,0,,,0,,
605,,Andreja Sládkoviča *,,49.04438,21.2026,2,,0,,,0,,
608,,Gener. Ambruša *,,49.02116,21.28825,1,,0,,,0,,
609,,Gener. Ambruša *,,49.021358,21.288111,1,,0,,,0,,
610,,Gbolovky *,,49.020241,21.32242,2,,0,,,0,,
611,,SPINEA-Záturecká,,48.953609,21.249331,1,,0,,,0,,
614,,Vodná,,49.03138,21.27985,1,,0,,,0,,
615,,Potočná,,49.02795,21.27845,1,,0,,,0,,
617,,Valkovská  *,,48.9753,21.277599,1,,0,,,0,,
618,,Valkovská  *,,48.975399,21.277361,1,,0,,,0,,
626,,Šalgovia  *,,48.9916,21.2918,2,,0,,,0,,
627,,Malá stanica *,,48.995022,21.23365,1,,0,,,0,,
628,,Solivar,,48.977871,21.27706,1,,0,,,0,,
629,,Solivar,,48.97823,21.277229,1,,0,,,0,,
630,,Vlčie doly  *,,48.962471,21.28508,2,,0,,,0,,
631,,Vlčie doly  *,,48.962662,21.28492,2,,0,,,0,,
632,,Dulova Ves - kostol *,,48.955608,21.300501,2,,0,,,0,,
633,,Dulova Ves - kostol *,,48.955681,21.30052,2,,0,,,0,,
634,,Dulova Ves,,48.952099,21.30617,2,,0,,,0,,
635,,Dulova Ves,,48.952099,21.30619,2,,0,,,0,,
636,,Šalgovia  *,,48.991501,21.29215,2,,0,,,0,,
643,,Gbolovky *,,49.01963,21.321621,2,,0,,,0,,
644,,Športový areál *,,49.010872,21.333719,2,,0,,,0,,
645,,Športový areál *,,49.010921,21.333799,2,,0,,,0,,
646,,Briežky  *,,49.019539,21.312889,2,,0,,,0,,
647,,Briežky  *,,49.019581,21.313061,2,,0,,,0,,
654,,Nižný koniec  *,,49.005081,21.344931,2,,0,,,0,,
655,,Nižný koniec  *,,49.005161,21.34495,2,,0,,,0,,
656,,Podhradík,,49.00359,21.348841,2,,0,,,0,,
658,,Podhradík,,49.00354,21.348709,2,,0,,,0,,
661,,Petöfiho pamätník  *,,48.97427,21.241949,1,,0,,,0,,
