stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code,level_id
84,,Nová  *,,49.025108,21.27935,1,,0,,,0,,
85,,Fintická  *,,49.02766,21.27976,1,,0,,,0,,
86,,Išľa  *,,49.031898,21.28043,1,,0,,,0,,
87,,Gribľovec  *,,49.040279,21.283541,2,,0,,,0,,
88,,Ihrisko  *,,49.04673,21.284769,2,,0,,,0,,
89,,Červený mostík  *,,49.048908,21.284969,2,,0,,,0,,
90,,Nám. J.Kolarčíka  *,,49.051861,21.2866,2,,0,,,0,,
91,,V kopci  *,,49.055191,21.28318,2,,0,,,0,,
92,,Fintice,,49.060001,21.28196,2,,0,,,0,,
93,,Šebastovská  *,,49.01963,21.276649,1,,0,,,0,,
94,,Domašská  *,,49.014938,21.271219,1,,0,,,0,,
95,,Kalinčiakova  *,,49.012531,21.270519,1,,0,,,0,,
99,,Ľubotice  *,,49.011688,21.273569,1,,0,,,0,,
100,,Ľubochnianska  *,,49.01712,21.266199,1,,0,,,0,,
101,,Strojnícka  *,,49.02021,21.265989,1,,0,,,0,,
102,,Družstevná  *,,49.022942,21.26651,1,,0,,,0,,
103,,Širpo,,49.025082,21.267111,1,,0,,,0,,
104,,K Surdoku  *,,49.008598,21.24827,1,,0,,,0,,
105,,Pod Šibeňou  *,,49.01075,21.24745,1,,0,,,0,,
106,,Koryto  *,,49.014648,21.248039,1,,0,,,0,,
107,,Rybníčky  *,,49.019482000000004,21.250389,1,,0,,,0,,
108,,Kúty  *,,49.022499,21.25264,1,,0,,,0,,
110,,Slanská  *,,49.021019,21.27952,1,,0,,,0,,
112,,Pod nadjazdom  *,,49.012642,21.26696,1,,0,,,0,,
